id,date,user,pc,activity,activity_binary,hour,dayofweek,narrative,predicted_label,risk_level
{N3Z8-L7JU82QH-6124TZZE},2010-01-05 07:17:00,NHH0185,PC-3723,logon,1,7,1,"Logon activity from NHH0185 on PC-3723 at January 05, 2010 at 07:17 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{O6L5-A0PF73RH-2493OHOX},2010-01-04 18:10:00,RGN0408,PC-3687,logoff,0,18,0,"Logoff activity from RGN0408 on PC-3687 at January 04, 2010 at 06:10 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{C2H1-U2DW68IJ-1846DMIY},2010-01-05 16:56:00,BSH0445,PC-6194,logoff,0,16,1,"Logoff activity from BSH0445 on PC-6194 at January 05, 2010 at 04:56 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{S8M0-C1RU31PL-6564JLGK},2010-01-05 13:41:12,RAB0589,PC-1609,logon,1,13,1,"Logon activity from RAB0589 on PC-1609 at January 05, 2010 at 01:41 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 13.",uncertain,MEDIUM
{U9P3-S8VJ94CA-7169QXLO},2010-01-04 17:18:00,RVF0201,PC-7899,logoff,0,17,0,"Logoff activity from RVF0201 on PC-7899 at January 04, 2010 at 05:18 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{L2Y1-Z2RR48LF-7195CWVP},2010-01-05 08:30:00,MLL0598,PC-0189,logon,1,8,1,"Logon activity from MLL0598 on PC-0189 at January 05, 2010 at 08:30 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{X9N0-R3VV66DM-2965DNGY},2010-01-04 17:01:00,HWW0436,PC-8391,logoff,0,17,0,"Logoff activity from HWW0436 on PC-8391 at January 04, 2010 at 05:01 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{F2U8-B3DH95NM-2875BCZC},2010-01-05 15:30:00,UIR0043,PC-9110,logoff,0,15,1,"Logoff activity from UIR0043 on PC-9110 at January 05, 2010 at 03:30 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{P1G5-Z9KK60WE-7938DGZN},2010-01-04 07:49:00,ALH0402,PC-2119,logon,1,7,0,"Logon activity from ALH0402 on PC-2119 at January 04, 2010 at 07:49 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{Y8E1-J2AS19RV-6681KUZB},2010-01-04 08:56:00,JNJ0556,PC-0576,logon,1,8,0,"Logon activity from JNJ0556 on PC-0576 at January 04, 2010 at 08:56 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{Z3I3-C6EE93UT-7696EKWZ},2010-01-05 16:43:00,RJB0088,PC-3424,logoff,0,16,1,"Logoff activity from RJB0088 on PC-3424 at January 05, 2010 at 04:43 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{W9I7-C3MK48QC-1037LPPW},2010-01-05 17:13:00,RHP0484,PC-6499,logoff,0,17,1,"Logoff activity from RHP0484 on PC-6499 at January 05, 2010 at 05:13 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{K0R0-U4MV06JK-1445SOCA},2010-01-04 09:15:00,NMS0280,PC-8262,logon,1,9,0,"Logon activity from NMS0280 on PC-8262 at January 04, 2010 at 09:15 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 9.",uncertain,MEDIUM
{I8J9-T4UE12HC-3866SVDC},2010-01-04 08:47:00,AMJ0297,PC-6665,logon,1,8,0,"Logon activity from AMJ0297 on PC-6665 at January 04, 2010 at 08:47 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{B2V3-T5AH82HT-2037KEQU},2010-01-04 19:33:00,ELB0847,PC-9661,logoff,0,19,0,"Logoff activity from ELB0847 on PC-9661 at January 04, 2010 at 07:33 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 19.",uncertain,MEDIUM
{M6A9-M5KK57ZR-3848ODOI},2010-01-04 07:08:00,OHC0973,PC-0745,logon,1,7,0,"Logon activity from OHC0973 on PC-0745 at January 04, 2010 at 07:08 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{P0R2-Z9UU29DI-6004KCYB},2010-01-04 13:59:32,JMC0925,PC-9881,logon,1,13,0,"Logon activity from JMC0925 on PC-9881 at January 04, 2010 at 01:59 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 13.",uncertain,MEDIUM
{O2C7-Z7EJ74ZG-6554ISXU},2010-01-04 06:45:00,KBP0008,PC-3851,logon,1,6,0,"Logon activity from KBP0008 on PC-3851 at January 04, 2010 at 06:45 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 6.",uncertain,MEDIUM
{B4Q3-G4AD35ZB-0190DVAQ},2010-01-04 19:09:00,ATP0662,PC-4127,logoff,0,19,0,"Logoff activity from ATP0662 on PC-4127 at January 04, 2010 at 07:09 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 19.",uncertain,MEDIUM
{D1C9-U9TB78RT-1318DAYG},2010-01-03 16:31:00,SSJ0784,PC-0840,logoff,0,16,6,"Logoff activity from SSJ0784 on PC-0840 at January 03, 2010 at 04:31 PM. Authentication: 0 (Unverified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 16.",uncertain,HIGH
{Q3F2-V5CW45GF-4322YCZS},2010-01-05 14:00:13,MJM0510,PC-6612,logon,1,14,1,"Logon activity from MJM0510 on PC-6612 at January 05, 2010 at 02:00 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 14.",normal,LOW
{L0O5-R1QR80NL-2058TZEW},2010-01-05 11:31:04,AJF0370,PC-7345,logon,1,11,1,"Logon activity from AJF0370 on PC-7345 at January 05, 2010 at 11:31 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 11.",normal,LOW
{F5O0-X1OR80YX-1814PUFL},2010-01-05 15:45:00,AKW0167,PC-7109,logoff,0,15,1,"Logoff activity from AKW0167 on PC-7109 at January 05, 2010 at 03:45 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{E6K9-K9VV84BJ-5914TGWN},2010-01-04 07:04:00,SVL0940,PC-0115,logon,1,7,0,"Logon activity from SVL0940 on PC-0115 at January 04, 2010 at 07:04 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{T3P6-G5IY84BI-6733FXZC},2010-01-04 17:07:00,KJS0618,PC-0133,logoff,0,17,0,"Logoff activity from KJS0618 on PC-0133 at January 04, 2010 at 05:07 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{R9Z6-P5EF85AW-0705IGWZ},2010-01-02 15:56:00,NWK0215,PC-8370,logoff,0,15,5,"Logoff activity from NWK0215 on PC-8370 at January 02, 2010 at 03:56 PM. Authentication: 0 (Unverified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 15.",uncertain,HIGH
{X9C2-G3GQ09BU-4199EYNG},2010-01-04 07:53:00,ESJ0670,PC-2321,logon,1,7,0,"Logon activity from ESJ0670 on PC-2321 at January 04, 2010 at 07:53 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{O0R2-W6QT77OK-5385DPDG},2010-01-04 08:09:00,JIG0128,PC-4000,logon,1,8,0,"Logon activity from JIG0128 on PC-4000 at January 04, 2010 at 08:09 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{Z5O9-F5XZ32BA-1792JKGX},2010-01-04 23:18:51,MOS0047,PC-1708,logoff,0,23,0,"Logoff activity from MOS0047 on PC-1708 at January 04, 2010 at 11:18 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 23.",uncertain,MEDIUM
{C2N9-C6NB36XC-5453IIRK},2010-01-05 12:35:12,CHM0821,PC-7933,logon,1,12,1,"Logon activity from CHM0821 on PC-7933 at January 05, 2010 at 12:35 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 12.",normal,LOW
{R7K6-F3UV73KQ-7495CCLF},2010-01-05 15:43:00,RTO0313,PC-3311,logoff,0,15,1,"Logoff activity from RTO0313 on PC-3311 at January 05, 2010 at 03:43 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{Z9B0-T7CC48RB-1054KNEX},2010-01-05 09:10:00,NMS0280,PC-8262,logon,1,9,1,"Logon activity from NMS0280 on PC-8262 at January 05, 2010 at 09:10 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{E0C3-A4TT53UG-3769VTOO},2010-01-04 19:12:00,WIF0691,PC-6390,logoff,0,19,0,"Logoff activity from WIF0691 on PC-6390 at January 04, 2010 at 07:12 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 19.",uncertain,MEDIUM
{L1V6-H5HO76LE-3214WMWH},2010-01-04 07:53:00,QOS0878,PC-2211,logon,1,7,0,"Logon activity from QOS0878 on PC-2211 at January 04, 2010 at 07:53 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{H6S5-F0PE83CU-4922OELX},2010-01-02 14:03:01,FKK0055,PC-0435,logon,1,14,5,"Logon activity from FKK0055 on PC-0435 at January 02, 2010 at 02:03 PM. Authentication: 1 (Verified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 14.",uncertain,HIGH
{I8N3-B8TW67BU-9100CQQX},2010-01-04 17:30:00,AMH0794,PC-2574,logoff,0,17,0,"Logoff activity from AMH0794 on PC-2574 at January 04, 2010 at 05:30 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{S4B5-G7ML09RP-3372YGDQ},2010-01-05 16:32:00,IBB0696,PC-4289,logoff,0,16,1,"Logoff activity from IBB0696 on PC-4289 at January 05, 2010 at 04:32 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{V8U1-K6BK11CU-7391BULG},2010-01-05 08:30:00,CRK0916,PC-6417,logon,1,8,1,"Logon activity from CRK0916 on PC-6417 at January 05, 2010 at 08:30 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{R7C6-Z8NK21EJ-2723KDRS},2010-01-05 12:59:21,SSJ0784,PC-0840,logon,1,12,1,"Logon activity from SSJ0784 on PC-0840 at January 05, 2010 at 12:59 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 12.",normal,LOW
{U2X1-N1VZ92ZL-2983ZMJN},2010-01-05 08:01:00,AAS0442,PC-1039,logon,1,8,1,"Logon activity from AAS0442 on PC-1039 at January 05, 2010 at 08:01 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{G1P6-L9EZ72QR-0144DLPV},2010-01-04 17:51:00,HAM0985,PC-9010,logoff,0,17,0,"Logoff activity from HAM0985 on PC-9010 at January 04, 2010 at 05:51 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{H4Q5-L1FT17HT-8557QJSE},2010-01-04 18:44:00,WDV0573,PC-4983,logoff,0,18,0,"Logoff activity from WDV0573 on PC-4983 at January 04, 2010 at 06:44 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{J5V6-H0VD76VC-5488ATVF},2010-01-05 13:03:16,CLF0852,PC-0647,logon,1,13,1,"Logon activity from CLF0852 on PC-0647 at January 05, 2010 at 01:03 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 13.",normal,LOW
{G0P4-C7FX27KS-7018XZDY},2010-01-05 09:05:00,WLV0566,PC-7162,logon,1,9,1,"Logon activity from WLV0566 on PC-7162 at January 05, 2010 at 09:05 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{N7P9-I9PF56LK-7046BIBL},2010-01-05 08:02:00,LDG0459,PC-5621,logon,1,8,1,"Logon activity from LDG0459 on PC-5621 at January 05, 2010 at 08:02 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{J0C9-O6GO82IK-5890OYET},2010-01-04 17:16:00,OMS0101,PC-9507,logoff,0,17,0,"Logoff activity from OMS0101 on PC-9507 at January 04, 2010 at 05:16 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{I3Y8-P5HQ17YS-8564NPIM},2010-01-04 07:07:00,JIM0095,PC-9328,logon,1,7,0,"Logon activity from JIM0095 on PC-9328 at January 04, 2010 at 07:07 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{H3X8-X6ZY94CY-1800VYNH},2010-01-04 07:02:00,CAH0936,PC-2276,logon,1,7,0,"Logon activity from CAH0936 on PC-2276 at January 04, 2010 at 07:02 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{V3D7-V8BC06DW-4628KIEO},2010-01-05 17:00:00,KWC0004,PC-2017,logoff,0,17,1,"Logoff activity from KWC0004 on PC-2017 at January 05, 2010 at 05:00 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{V5E7-F8JL56FM-2655IUBR},2010-01-05 08:31:00,MOP0763,PC-9782,logon,1,8,1,"Logon activity from MOP0763 on PC-9782 at January 05, 2010 at 08:31 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{Q1U9-X5DB36OS-7785THBU},2010-01-02 17:13:00,IIW0249,PC-0843,logoff,0,17,5,"Logoff activity from IIW0249 on PC-0843 at January 02, 2010 at 05:13 PM. Authentication: 0 (Unverified). Temporal Context: Friday Day (Weekend). Behavioral Marker: Hour 17.",uncertain,HIGH
{J5D1-Y9NK10FR-3863KGBP},2010-01-05 09:31:38,RVF0201,PC-7899,logon,1,9,1,"Logon activity from RVF0201 on PC-7899 at January 05, 2010 at 09:31 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 9.",normal,LOW
{V4Z9-V7XB28MR-3204MIRZ},2010-01-05 15:46:00,AJH0175,PC-3815,logoff,0,15,1,"Logoff activity from AJH0175 on PC-3815 at January 05, 2010 at 03:46 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{G3J8-D0PW38UX-9043GQVA},2010-01-04 16:31:00,SAB0781,PC-8466,logoff,0,16,0,"Logoff activity from SAB0781 on PC-8466 at January 04, 2010 at 04:31 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{I9Y0-M5NZ25PU-8086XRTZ},2010-01-04 11:06:52,JMK0099,PC-4124,logoff,0,11,0,"Logoff activity from JMK0099 on PC-4124 at January 04, 2010 at 11:06 AM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 11.",uncertain,MEDIUM
{O3B0-F7NG46WB-5917LOHS},2010-01-05 07:50:00,DMK0257,PC-1279,logon,1,7,1,"Logon activity from DMK0257 on PC-1279 at January 05, 2010 at 07:50 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",normal,LOW
{V9U3-Y8BR52SK-8170KJIZ},2010-01-04 21:28:00,DID0650,PC-0444,logoff,0,21,0,"Logoff activity from DID0650 on PC-0444 at January 04, 2010 at 09:28 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 21.",uncertain,MEDIUM
{P8L8-P3DX05EV-1362GEIU},2010-01-04 19:35:00,ILC0838,PC-7400,logoff,0,19,0,"Logoff activity from ILC0838 on PC-7400 at January 04, 2010 at 07:35 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 19.",uncertain,MEDIUM
{E9B1-X1LH37BC-5259OEDJ},2010-01-05 17:13:00,CBG0490,PC-3005,logoff,0,17,1,"Logoff activity from CBG0490 on PC-3005 at January 05, 2010 at 05:13 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{J4O5-M0NM69UT-4337CWEJ},2010-01-04 12:50:17,SGG0787,PC-3953,logon,1,12,0,"Logon activity from SGG0787 on PC-3953 at January 04, 2010 at 12:50 PM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 12.",normal,LOW
{U4N0-M6XN71CY-3089AVZZ},2010-01-05 08:30:00,EMW0772,PC-6035,logon,1,8,1,"Logon activity from EMW0772 on PC-6035 at January 05, 2010 at 08:30 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",normal,LOW
{J1H9-O0UH75XN-4662UYEX},2010-01-04 15:33:00,HCM0267,PC-7651,logoff,0,15,0,"Logoff activity from HCM0267 on PC-7651 at January 04, 2010 at 03:33 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{D0M0-K9ES03NS-8392ZCIN},2010-01-05 17:09:00,MHA0798,PC-0118,logoff,0,17,1,"Logoff activity from MHA0798 on PC-0118 at January 05, 2010 at 05:09 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{T0Q7-J5LL00BW-4384RQWJ},2010-01-05 13:29:27,KCS0173,PC-5117,logon,1,13,1,"Logon activity from KCS0173 on PC-5117 at January 05, 2010 at 01:29 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 13.",normal,LOW
{U1R2-Q6KR81HR-9574NFXV},2010-01-05 08:30:12,NGC0058,PC-6119,logoff,0,8,1,"Logoff activity from NGC0058 on PC-6119 at January 05, 2010 at 08:30 AM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 8.",uncertain,MEDIUM
{H5Q2-T4EM37JU-8926TICH},2010-01-04 15:51:00,IDO0176,PC-7886,logoff,0,15,0,"Logoff activity from IDO0176 on PC-7886 at January 04, 2010 at 03:51 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{C7Y6-O9UA75ZZ-4198EBZH},2010-01-04 18:04:00,KBG0549,PC-0146,logoff,0,18,0,"Logoff activity from KBG0549 on PC-0146 at January 04, 2010 at 06:04 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{T0D8-N4KZ99LJ-7585GHAF},2010-01-04 16:30:00,RKF0164,PC-4418,logoff,0,16,0,"Logoff activity from RKF0164 on PC-4418 at January 04, 2010 at 04:30 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
{Q7E6-N1GU28OX-6734LZXN},2010-01-04 07:45:00,RSC0089,PC-9929,logon,1,7,0,"Logon activity from RSC0089 on PC-9929 at January 04, 2010 at 07:45 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{L0X8-O0QN84HW-5213MECX},2010-01-04 18:13:00,CJM0138,PC-8619,logoff,0,18,0,"Logoff activity from CJM0138 on PC-8619 at January 04, 2010 at 06:13 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{M0U0-D4BA05CF-6900KAFF},2010-01-05 15:38:00,MCS0035,PC-9367,logoff,0,15,1,"Logoff activity from MCS0035 on PC-9367 at January 05, 2010 at 03:38 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{J8Z2-E5QZ17TX-2806NHGJ},2010-01-04 07:15:00,CXC0336,PC-5502,logon,1,7,0,"Logon activity from CXC0336 on PC-5502 at January 04, 2010 at 07:15 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{B2R2-F3XA64EV-9672RUCX},2010-01-04 07:12:00,ASV0946,PC-2806,logon,1,7,0,"Logon activity from ASV0946 on PC-2806 at January 04, 2010 at 07:12 AM. Authentication: 1 (Verified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{E9I9-K4HX04OE-7359QFTV},2010-01-05 12:07:45,RRC0553,PC-6672,logon,1,12,1,"Logon activity from RRC0553 on PC-6672 at January 05, 2010 at 12:07 PM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 12.",normal,LOW
{N1M3-N1SU27SF-9224YPEO},2010-01-05 15:25:00,ACC0042,PC-0908,logoff,0,15,1,"Logoff activity from ACC0042 on PC-0908 at January 05, 2010 at 03:25 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 15.",uncertain,MEDIUM
{A8V1-Q1LN08NH-1963PZWR},2010-01-03 08:48:00,IIL0513,PC-8067,logon,1,8,6,"Logon activity from IIL0513 on PC-8067 at January 03, 2010 at 08:48 AM. Authentication: 1 (Verified). Temporal Context: Saturday Day (Weekend). Behavioral Marker: Hour 8.",uncertain,HIGH
{D7B4-T1UE53IY-4988OHBZ},2010-01-05 17:57:00,DOP0562,PC-2896,logoff,0,17,1,"Logoff activity from DOP0562 on PC-2896 at January 05, 2010 at 05:57 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{P8H4-N0YR50ZN-9159NFFG},2010-01-05 17:13:00,RSM0277,PC-2930,logoff,0,17,1,"Logoff activity from RSM0277 on PC-2930 at January 05, 2010 at 05:13 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 17.",uncertain,MEDIUM
{Z8W2-M4WZ61BC-8661UOAA},2010-01-04 18:27:52,HDS0367,PC-0044,logoff,0,18,0,"Logoff activity from HDS0367 on PC-0044 at January 04, 2010 at 06:27 PM. Authentication: 0 (Unverified). Temporal Context: Sunday Day (Weekday). Behavioral Marker: Hour 18.",uncertain,MEDIUM
{I8Z8-N5YQ43SQ-8893HOOZ},2010-01-05 07:50:00,RLB0719,PC-6776,logon,1,7,1,"Logon activity from RLB0719 on PC-6776 at January 05, 2010 at 07:50 AM. Authentication: 1 (Verified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 7.",uncertain,MEDIUM
{K1J8-S1HB51LP-9561ESRY},2010-01-05 16:57:00,RZC0746,PC-7500,logoff,0,16,1,"Logoff activity from RZC0746 on PC-7500 at January 05, 2010 at 04:57 PM. Authentication: 0 (Unverified). Temporal Context: Monday Day (Weekday). Behavioral Marker: Hour 16.",uncertain,MEDIUM
