id,date,user,pc,activity,hour,dayofweek,activity_binary,text,predicted_label,risk_level
{F3Z4-O6DE27LK-5067HODQ},2010-01-07 10:02:53,QJR0688,PC-4835,Connect,10,3,1,"Device activity from QJR0688 on PC-4835 at January 07, 2010 at 10:02 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 10.",uncertain,MEDIUM
{D3Y3-E0TA08CS-7569CPRO},2010-01-07 08:22:56,GTD0219,PC-6425,Disconnect,8,3,0,"Device activity from GTD0219 on PC-6425 at January 07, 2010 at 08:22 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 8.",uncertain,LOW
{N0G4-W5ZI50AS-4972VRWK},2010-01-07 09:08:38,HDS0367,PC-8680,Disconnect,9,3,0,"Device activity from HDS0367 on PC-8680 at January 07, 2010 at 09:08 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 9.",uncertain,LOW
{M9F6-Z7PL13EU-4968ETCP},2010-01-05 10:49:20,DRR0162,PC-5168,Disconnect,10,1,0,"Device activity from DRR0162 on PC-5168 at January 05, 2010 at 10:49 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 10.",uncertain,LOW
{D1Y4-H2SB03XC-3048LQPR},2010-01-04 11:11:54,DBB0384,PC-4243,Connect,11,0,1,"Device activity from DBB0384 on PC-4243 at January 04, 2010 at 11:11 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 11.",uncertain,MEDIUM
{B0A6-H1VZ95KC-7917ALKD},2010-01-06 22:45:47,BAL0044,PC-9658,Connect,22,2,1,"Device activity from BAL0044 on PC-9658 at January 06, 2010 at 10:45 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 22.",uncertain,MEDIUM
{Z0B2-J5GU44GJ-4570YKVA},2010-01-04 11:11:32,BRB0355,PC-9896,Connect,11,0,1,"Device activity from BRB0355 on PC-9896 at January 04, 2010 at 11:11 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 11.",uncertain,MEDIUM
{I0M3-E9QG71YL-4252BUGD},2010-01-07 10:09:13,SAA0999,PC-4559,Connect,10,3,1,"Device activity from SAA0999 on PC-4559 at January 07, 2010 at 10:09 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 10.",uncertain,MEDIUM
{X1U5-P0GE67RP-4097SGVM},2010-01-06 23:03:01,HDS0367,PC-9919,Disconnect,23,2,0,"Device activity from HDS0367 on PC-9919 at January 06, 2010 at 11:03 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 23.",uncertain,LOW
{J3Q1-O0HE95IL-9010BXGG},2010-01-06 10:22:34,CTA0020,PC-3118,Connect,10,2,1,"Device activity from CTA0020 on PC-3118 at January 06, 2010 at 10:22 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 10.",uncertain,MEDIUM
{X0O5-C5PQ69ZQ-7009JGFJ},2010-01-05 13:23:24,BJP0134,PC-0898,Connect,13,1,1,"Device activity from BJP0134 on PC-0898 at January 05, 2010 at 01:23 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{T0S8-V1LD90TP-9670OUFV},2010-01-07 13:28:09,RSC0089,PC-9929,Disconnect,13,3,0,"Device activity from RSC0089 on PC-9929 at January 07, 2010 at 01:28 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 13.",uncertain,LOW
{R5D9-S5VN07ON-6642SNFR},2010-01-06 11:04:05,SMY0792,PC-5923,Disconnect,11,2,0,"Device activity from SMY0792 on PC-5923 at January 06, 2010 at 11:04 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 11.",uncertain,LOW
{K7F1-Z6CP69KE-4690MYSD},2010-01-06 15:56:08,JBD0616,PC-1479,Connect,15,2,1,"Device activity from JBD0616 on PC-1479 at January 06, 2010 at 03:56 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 15.",uncertain,MEDIUM
{R8E0-P2PL11DS-7156RTVL},2010-01-06 09:14:29,HWW0436,PC-8391,Disconnect,9,2,0,"Device activity from HWW0436 on PC-8391 at January 06, 2010 at 09:14 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 9.",uncertain,LOW
{N2Z5-V7PQ39GA-6473IMAS},2010-01-04 13:24:04,CGB0637,PC-8508,Disconnect,13,0,0,"Device activity from CGB0637 on PC-8508 at January 04, 2010 at 01:24 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 13.",uncertain,LOW
{X4J0-I4XN31RF-6607ZQQB},2010-01-04 10:12:32,ESJ0670,PC-2321,Connect,10,0,1,"Device activity from ESJ0670 on PC-2321 at January 04, 2010 at 10:12 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{T0M1-J7WC76MY-2947JUYS},2010-01-06 15:49:42,DIB0081,PC-9524,Disconnect,15,2,0,"Device activity from DIB0081 on PC-9524 at January 06, 2010 at 03:49 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{H4E6-Z0DJ44DE-8901UPGP},2010-01-05 11:09:48,HSB0196,PC-8001,Connect,11,1,1,"Device activity from HSB0196 on PC-8001 at January 05, 2010 at 11:09 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 11.",uncertain,MEDIUM
{D3U4-R7QO21TV-8605IINB},2010-01-05 12:38:56,RSC0089,PC-9929,Connect,12,1,1,"Device activity from RSC0089 on PC-9929 at January 05, 2010 at 12:38 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 12.",uncertain,MEDIUM
{I1G2-W0ZI86WC-4302KPXT},2010-01-05 15:03:29,NDM0417,PC-9134,Disconnect,15,1,0,"Device activity from NDM0417 on PC-9134 at January 05, 2010 at 03:03 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
{M3V5-I0VI99QS-1613ACSW},2010-01-05 11:05:11,SGM0021,PC-1528,Disconnect,11,1,0,"Device activity from SGM0021 on PC-1528 at January 05, 2010 at 11:05 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 11.",uncertain,LOW
{M2Q3-R8SX20VT-8438ZVUM},2010-01-05 09:18:14,MLL0598,PC-0189,Connect,9,1,1,"Device activity from MLL0598 on PC-0189 at January 05, 2010 at 09:18 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 9.",uncertain,MEDIUM
{S3C2-G0KS73TC-1164ONAL},2010-01-06 14:49:19,HSB0196,PC-8001,Disconnect,14,2,0,"Device activity from HSB0196 on PC-8001 at January 06, 2010 at 02:49 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 14.",uncertain,LOW
{N1B1-P7GU08GW-6531FOOR},2010-01-07 14:53:21,MOS0047,PC-5820,Disconnect,14,3,0,"Device activity from MOS0047 on PC-5820 at January 07, 2010 at 02:53 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 14.",uncertain,LOW
{V7U1-I7ON28YM-4742BDKC},2010-01-05 13:25:17,MOS0047,PC-9901,Connect,13,1,1,"Device activity from MOS0047 on PC-9901 at January 05, 2010 at 01:25 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{N8V3-Y6PD45SG-4009BSON},2010-01-07 10:54:01,AVM0947,PC-0285,Connect,10,3,1,"Device activity from AVM0947 on PC-0285 at January 07, 2010 at 10:54 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 10.",uncertain,MEDIUM
{V7P0-F6KE95MX-8414FMYF},2010-01-06 17:06:41,MOH0273,PC-6699,Disconnect,17,2,0,"Device activity from MOH0273 on PC-6699 at January 06, 2010 at 05:06 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 17.",uncertain,LOW
{G9K4-H3ST73FZ-8715VJPN},2010-01-07 12:13:18,RSC0089,PC-9929,Connect,12,3,1,"Device activity from RSC0089 on PC-9929 at January 07, 2010 at 12:13 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 12.",uncertain,MEDIUM
{H6N2-E8GX30AX-9518SAOV},2010-01-07 16:05:32,ZKS0899,PC-8517,Disconnect,16,3,0,"Device activity from ZKS0899 on PC-8517 at January 07, 2010 at 04:05 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 16.",uncertain,LOW
{Y3T4-A7KZ13UL-5260DWCB},2010-01-04 12:48:55,CLB0774,PC-7029,Disconnect,12,0,0,"Device activity from CLB0774 on PC-7029 at January 04, 2010 at 12:48 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 12.",uncertain,LOW
{B2P6-P6JU95TF-8970VNIA},2010-01-04 10:51:00,MTT0901,PC-2775,Connect,10,0,1,"Device activity from MTT0901 on PC-2775 at January 04, 2010 at 10:51 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{L5C2-P7AC87BB-1541JEQN},2010-01-05 14:11:02,VTT0385,PC-5027,Disconnect,14,1,0,"Device activity from VTT0385 on PC-5027 at January 05, 2010 at 02:11 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 14.",uncertain,LOW
{W6G6-S9OA39QH-5239LFNP},2010-01-06 18:36:53,LJT0817,PC-3120,Disconnect,18,2,0,"Device activity from LJT0817 on PC-3120 at January 06, 2010 at 06:36 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 18.",uncertain,LOW
{Z5Z1-F4QV21HV-9248MFFX},2010-01-05 16:26:57,JBD0616,PC-1479,Connect,16,1,1,"Device activity from JBD0616 on PC-1479 at January 05, 2010 at 04:26 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 16.",uncertain,MEDIUM
{J2Y8-J1MZ40OA-4980HSPX},2010-01-07 10:27:28,DBB0384,PC-4243,Connect,10,3,1,"Device activity from DBB0384 on PC-4243 at January 07, 2010 at 10:27 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 10.",uncertain,MEDIUM
{Z1C5-O7NM25LH-2155RARG},2010-01-05 08:52:02,BAL0044,PC-5179,Connect,8,1,1,"Device activity from BAL0044 on PC-5179 at January 05, 2010 at 08:52 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 8.",uncertain,MEDIUM
{Y3U5-S3MJ65NG-2228ANIN},2010-01-07 10:10:59,JBD0616,PC-1479,Connect,10,3,1,"Device activity from JBD0616 on PC-1479 at January 07, 2010 at 10:10 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 10.",uncertain,MEDIUM
{H2S8-Z0ID48VT-3785GCQV},2010-01-05 16:59:52,KKW0879,PC-2531,Connect,16,1,1,"Device activity from KKW0879 on PC-2531 at January 05, 2010 at 04:59 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 16.",uncertain,MEDIUM
{J2Y4-C5JB45SG-4611BKQW},2010-01-06 07:49:42,MPM0220,PC-2344,Connect,7,2,1,"Device activity from MPM0220 on PC-2344 at January 06, 2010 at 07:49 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 7.",uncertain,MEDIUM
{F2N0-H6AG20UC-0854IYIB},2010-01-04 14:34:57,MBJ0312,PC-5250,Disconnect,14,0,0,"Device activity from MBJ0312 on PC-5250 at January 04, 2010 at 02:34 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{N8Z8-J6SR33PQ-1562LMUA},2010-01-05 10:11:39,MPM0220,PC-2344,Connect,10,1,1,"Device activity from MPM0220 on PC-2344 at January 05, 2010 at 10:11 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 10.",uncertain,MEDIUM
{C7K5-C9EG53RT-4636XSXQ},2010-01-07 14:53:12,JDB0169,PC-7502,Disconnect,14,3,0,"Device activity from JDB0169 on PC-7502 at January 07, 2010 at 02:53 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 14.",uncertain,LOW
{W2Z6-N6OZ12LU-5830TQPT},2010-01-04 16:03:08,MLL0598,PC-0189,Connect,16,0,1,"Device activity from MLL0598 on PC-0189 at January 04, 2010 at 04:03 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 16.",uncertain,MEDIUM
{S3D3-O5JS22PE-1074SVIZ},2010-01-06 10:51:27,BRM0995,PC-0768,Connect,10,2,1,"Device activity from BRM0995 on PC-0768 at January 06, 2010 at 10:51 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 10.",uncertain,MEDIUM
{V3Q5-J4RC89YI-0008XCLF},2010-01-07 14:31:59,CTA0020,PC-3118,Connect,14,3,1,"Device activity from CTA0020 on PC-3118 at January 07, 2010 at 02:31 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 14.",uncertain,MEDIUM
{Z4D3-G4GS27KE-3102PDLF},2010-01-05 10:39:04,LCB0664,PC-3196,Disconnect,10,1,0,"Device activity from LCB0664 on PC-3196 at January 05, 2010 at 10:39 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 10.",uncertain,LOW
{C2T0-G6NI10SQ-7005QVLG},2010-01-07 10:02:46,MTT0901,PC-2775,Disconnect,10,3,0,"Device activity from MTT0901 on PC-2775 at January 07, 2010 at 10:02 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 10.",uncertain,LOW
{U6L9-G2WM33DB-5817JNRK},2010-01-04 14:14:29,FEB0306,PC-7757,Connect,14,0,1,"Device activity from FEB0306 on PC-7757 at January 04, 2010 at 02:14 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{S6Q8-B2TB31WC-8186WPCX},2010-01-07 09:27:52,IBB0359,PC-4195,Disconnect,9,3,0,"Device activity from IBB0359 on PC-4195 at January 07, 2010 at 09:27 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 9.",uncertain,LOW
{U8T1-M5IH27TC-2245AZBI},2010-01-04 16:27:17,KRL0501,PC-7206,Disconnect,16,0,0,"Device activity from KRL0501 on PC-7206 at January 04, 2010 at 04:27 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{J5U3-C5EV69ZO-9550RRAG},2010-01-04 09:34:21,RHL0992,PC-9040,Connect,9,0,1,"Device activity from RHL0992 on PC-9040 at January 04, 2010 at 09:34 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 9.",uncertain,MEDIUM
{Y5O0-T6NT14UX-8093EPXK},2010-01-07 10:12:44,JJH0613,PC-9171,Connect,10,3,1,"Device activity from JJH0613 on PC-9171 at January 07, 2010 at 10:12 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 10.",uncertain,MEDIUM
{R6Y3-I7WH87EE-7018HIHR},2010-01-05 09:22:02,VTT0385,PC-5027,Connect,9,1,1,"Device activity from VTT0385 on PC-5027 at January 05, 2010 at 09:22 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 9.",uncertain,MEDIUM
{A1L0-F3SI64NR-1192CJZR},2010-01-07 08:25:37,KKW0879,PC-2531,Connect,8,3,1,"Device activity from KKW0879 on PC-2531 at January 07, 2010 at 08:25 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 8.",uncertain,MEDIUM
{X1B3-G6BV49EQ-4637AKBT},2010-01-07 12:00:08,HDS0367,PC-8680,Connect,12,3,1,"Device activity from HDS0367 on PC-8680 at January 07, 2010 at 12:00 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 12.",uncertain,MEDIUM
{F3D7-F3NV69WX-1620LAXC},2010-01-05 18:03:32,SAA0999,PC-4559,Disconnect,18,1,0,"Device activity from SAA0999 on PC-4559 at January 05, 2010 at 06:03 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 18.",uncertain,LOW
{K3E4-F8GJ06SZ-4436OQVF},2010-01-05 16:22:34,XHW0498,PC-9840,Disconnect,16,1,0,"Device activity from XHW0498 on PC-9840 at January 05, 2010 at 04:22 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 16.",uncertain,LOW
{I7E6-A9BI51KY-9684ZAHZ},2010-01-05 17:34:32,PMV0850,PC-4547,Connect,17,1,1,"Device activity from PMV0850 on PC-4547 at January 05, 2010 at 05:34 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 17.",uncertain,MEDIUM
{W5M7-K8PD30CG-7420DSRJ},2010-01-04 17:10:44,JNJ0556,PC-0576,Connect,17,0,1,"Device activity from JNJ0556 on PC-0576 at January 04, 2010 at 05:10 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 17.",uncertain,MEDIUM
{U1X7-F0GQ34YQ-3774TVKP},2010-01-04 12:00:36,HCL0651,PC-8314,Disconnect,12,0,0,"Device activity from HCL0651 on PC-8314 at January 04, 2010 at 12:00 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 12.",uncertain,LOW
{X7V6-P7UU79JU-5418DMZC},2010-01-06 15:29:16,CTA0020,PC-3118,Disconnect,15,2,0,"Device activity from CTA0020 on PC-3118 at January 06, 2010 at 03:29 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{Z8O6-T6CQ79QB-0643LJSI},2010-01-05 16:00:21,BMG0917,PC-6688,Disconnect,16,1,0,"Device activity from BMG0917 on PC-6688 at January 05, 2010 at 04:00 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 16.",uncertain,LOW
{Y7J3-J7EM94TL-5511EILG},2010-01-04 12:58:08,OCS0865,PC-8309,Connect,12,0,1,"Device activity from OCS0865 on PC-8309 at January 04, 2010 at 12:58 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 12.",uncertain,MEDIUM
{T1A7-U5WH38KY-5828VYUE},2010-01-04 15:01:19,VTT0385,PC-5027,Disconnect,15,0,0,"Device activity from VTT0385 on PC-5027 at January 04, 2010 at 03:01 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 15.",uncertain,LOW
{Q7E7-I0MA33KI-5645GWEI},2010-01-04 14:04:28,MLL0598,PC-0189,Disconnect,14,0,0,"Device activity from MLL0598 on PC-0189 at January 04, 2010 at 02:04 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{C9C5-F6YK86ZT-9738XJXF},2010-01-04 16:34:16,OBH0499,PC-7989,Disconnect,16,0,0,"Device activity from OBH0499 on PC-7989 at January 04, 2010 at 04:34 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{J1X6-P8QH27GI-0562PUAO},2010-01-04 10:10:21,CIM0271,PC-3291,Disconnect,10,0,0,"Device activity from CIM0271 on PC-3291 at January 04, 2010 at 10:10 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 10.",uncertain,LOW
{N8I7-S2KW28RW-3289JGXZ},2010-01-04 14:44:15,JDF0593,PC-6301,Connect,14,0,1,"Device activity from JDF0593 on PC-6301 at January 04, 2010 at 02:44 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{B0E9-G3OT16NY-4508ZAGI},2010-01-04 14:57:58,NWT0098,PC-4667,Disconnect,14,0,0,"Device activity from NWT0098 on PC-4667 at January 04, 2010 at 02:57 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{N9G3-H2XZ16EY-6003CHFE},2010-01-07 09:08:23,BJP0134,PC-0898,Connect,9,3,1,"Device activity from BJP0134 on PC-0898 at January 07, 2010 at 09:08 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 9.",uncertain,MEDIUM
{T6U1-P1IL88FY-0312DMEI},2010-01-06 07:23:35,DLM0051,PC-0166,Disconnect,7,2,0,"Device activity from DLM0051 on PC-0166 at January 06, 2010 at 07:23 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 7.",uncertain,LOW
{Y4T7-M6NH47VU-2206MDPC},2010-01-05 14:43:00,BBG0325,PC-6609,Disconnect,14,1,0,"Device activity from BBG0325 on PC-6609 at January 05, 2010 at 02:43 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 14.",uncertain,LOW
{P1Z8-P1XK12LQ-9297YIMV},2010-01-07 14:31:47,MLL0598,PC-0189,Disconnect,14,3,0,"Device activity from MLL0598 on PC-0189 at January 07, 2010 at 02:31 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 14.",uncertain,LOW
{C7B7-I2ED86WY-4496ALCG},2010-01-02 13:24:29,LRR0148,PC-4275,Connect,13,5,1,"Device activity from LRR0148 on PC-4275 at January 02, 2010 at 01:24 PM. Activity: Connect (Binary: 1). Occurred on Fri at hour 13.",uncertain,HIGH
{P4G6-D1TW29ZL-7696YSND},2010-01-06 09:31:32,JFC0557,PC-9179,Connect,9,2,1,"Device activity from JFC0557 on PC-9179 at January 06, 2010 at 09:31 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 9.",uncertain,MEDIUM
{I9S8-M3WF41IZ-4720HISA},2010-01-05 11:35:52,VIA0063,PC-2684,Connect,11,1,1,"Device activity from VIA0063 on PC-2684 at January 05, 2010 at 11:35 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 11.",uncertain,MEDIUM
{Y6B3-R5NF47LB-8700TWRH},2010-01-05 17:30:47,IKR0401,PC-6741,Disconnect,17,1,0,"Device activity from IKR0401 on PC-6741 at January 05, 2010 at 05:30 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 17.",uncertain,LOW
{O8I1-Z7VG84CJ-2130JEGF},2010-01-07 15:47:03,CTA0020,PC-3118,Connect,15,3,1,"Device activity from CTA0020 on PC-3118 at January 07, 2010 at 03:47 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{P9T3-U2JJ72GI-5444XEOK},2010-01-04 14:37:43,EIS0041,PC-9255,Disconnect,14,0,0,"Device activity from EIS0041 on PC-9255 at January 04, 2010 at 02:37 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{N6U3-R3FJ78MV-3357GTRM},2010-01-06 12:31:21,VTT0385,PC-5027,Disconnect,12,2,0,"Device activity from VTT0385 on PC-5027 at January 06, 2010 at 12:31 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 12.",uncertain,LOW
{E3D9-T7KX23OD-3939YGUM},2010-01-06 11:28:06,MLM0950,PC-9787,Disconnect,11,2,0,"Device activity from MLM0950 on PC-9787 at January 06, 2010 at 11:28 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 11.",uncertain,LOW
{X5O3-U0EQ46XR-4408EDXS},2010-01-05 16:30:09,QOS0878,PC-2211,Disconnect,16,1,0,"Device activity from QOS0878 on PC-2211 at January 05, 2010 at 04:30 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 16.",uncertain,LOW
{X6J6-S0XM90JJ-2565VYNB},2010-01-04 13:36:41,OBH0499,PC-7989,Connect,13,0,1,"Device activity from OBH0499 on PC-7989 at January 04, 2010 at 01:36 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 13.",uncertain,MEDIUM
{R1D5-I5GR54FP-1327KJIY},2010-01-04 14:38:22,HRL0540,PC-1117,Connect,14,0,1,"Device activity from HRL0540 on PC-1117 at January 04, 2010 at 02:38 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{Y3O4-C0ME74OD-6557GEKT},2010-01-03 12:47:31,DLM0051,PC-0166,Disconnect,12,6,0,"Device activity from DLM0051 on PC-0166 at January 03, 2010 at 12:47 PM. Activity: Disconnect (Binary: 0). Occurred on Sat at hour 12.",uncertain,MEDIUM
{W6S5-G0JP79YJ-9487CIGO},2010-01-05 18:43:20,HDS0367,PC-1436,Disconnect,18,1,0,"Device activity from HDS0367 on PC-1436 at January 05, 2010 at 06:43 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 18.",uncertain,LOW
{E2C3-Q6PK51PJ-8057NOVS},2010-01-05 13:17:25,MPM0220,PC-2344,Connect,13,1,1,"Device activity from MPM0220 on PC-2344 at January 05, 2010 at 01:17 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 13.",uncertain,MEDIUM
{Y0V7-H9PZ50NY-9688KABI},2010-01-05 14:38:23,CTA0020,PC-3118,Disconnect,14,1,0,"Device activity from CTA0020 on PC-3118 at January 05, 2010 at 02:38 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 14.",uncertain,LOW
{V3D4-R8YC06HG-3597CHNN},2010-01-07 15:28:52,BJM0111,PC-6866,Connect,15,3,1,"Device activity from BJM0111 on PC-6866 at January 07, 2010 at 03:28 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
{W7G4-I8MV02CZ-6736QSHC},2010-01-05 12:36:04,MOH0273,PC-6699,Disconnect,12,1,0,"Device activity from MOH0273 on PC-6699 at January 05, 2010 at 12:36 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 12.",uncertain,LOW
{A6X8-P0ZK48BE-1851RUMO},2010-01-06 14:58:39,AJN0607,PC-8303,Disconnect,14,2,0,"Device activity from AJN0607 on PC-8303 at January 06, 2010 at 02:58 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 14.",uncertain,LOW
{E9W9-B0HU93WL-6180PSQP},2010-01-07 08:53:56,HCM0267,PC-7651,Disconnect,8,3,0,"Device activity from HCM0267 on PC-7651 at January 07, 2010 at 08:53 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 8.",uncertain,LOW
{H4O0-F4RB77BU-2628ZFJY},2010-01-06 15:25:41,QRM0739,PC-7343,Connect,15,2,1,"Device activity from QRM0739 on PC-7343 at January 06, 2010 at 03:25 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 15.",uncertain,MEDIUM
{M1I0-P2NC08CU-9574ACEE},2010-01-03 14:53:33,OBH0499,PC-7989,Connect,14,6,1,"Device activity from OBH0499 on PC-7989 at January 03, 2010 at 02:53 PM. Activity: Connect (Binary: 1). Occurred on Sat at hour 14.",uncertain,HIGH
{L5H3-K0RW93VS-0608PGGG},2010-01-07 15:09:34,DLM0051,PC-0166,Connect,15,3,1,"Device activity from DLM0051 on PC-0166 at January 07, 2010 at 03:09 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 15.",uncertain,MEDIUM
